id,key,value,type
767413850,amenity,parking,regular
800968928,amenity,parking,regular
841483998,atm,yes,regular
841483998,name,ING,regular
841483998,amenity,bank,regular
932373763,source,survey,regular
932373763,traffic_calming,bump,regular
955001929,name,Bibliotheek Maassluis,regular
955001929,amenity,library,regular
1010668062,amenity,bicycle_parking,regular
1055364936,railway,level_crossing,regular
1117087382,barrier,gate,regular
1126847060,traffic_calming,bump,regular
1140219919,highway,crossing,regular
1140219919,crossing,traffic_signals,regular
1325493693,name,De Kapel,regular
1325493693,traffic_sign,city_limit,regular
1326683269,barrier,bollard,regular
1355631961,bus,yes,regular
1355631961,name,Camping Delftse Hout,regular
1355631961,source,Veolia Transport,regular
1355631961,highway,bus_stop,regular
1355631961,shelter,yes,regular
1355631961,operator,Veolia Transport,regular
1355631961,route_ref,80,regular
1355631961,public_transport,stop_position,regular
1378912505,source,local_knowledge,regular
1378912505,amenity,waste_basket,regular
1379304633,source,local_knowledge,regular
1379304633,amenity,bench,regular
1391283657,source,survey,regular
1391283657,amenity,bench,regular
1393791984,source,survey,regular
1393791984,amenity,bench,regular
1398683877,source,local_knowledge,regular
1398683877,leisure,playground,regular
1402598685,ref,8,regular
1402598685,name,Delft-Noord,regular
1402598685,source,AND,regular
1402598685,highway,motorway_junction,regular
1402734845,highway,traffic_signals,regular
1410537084,highway,traffic_signals,regular
1416017515,source,local_knowledge,regular
1416017515,amenity,bench,regular
1416017515,backrest,yes,regular
1421897881,highway,crossing,regular
1421897881,crossing,island,regular
1421897881,crossing_ref,zebra,regular
1421898823,name,De Trekschuit,regular
1421898823,amenity,ferry_terminal,regular
1423361429,source,local_knowledge,regular
1423361429,amenity,waste_basket,regular
1433962903,note,may be closed during loading operations of ships,regular
1433962903,access,yes,regular
1433962903,barrier,lift_gate,regular
1437071616,name,Tank easy,regular
1437071616,amenity,fuel,regular
1437071616,operator,Berkel,regular
1438204672,amenity,waste_basket,regular
1443204627,name,Blokker,regular
1443204627,shop,houseware,regular
1443204627,source,survey,regular
1445229964,source,local_knowledge,regular
1445229964,leisure,playground,regular
1445722394,source,local_knowledge,regular
1445722394,amenity,bench,regular
1445722394,backrest,yes,regular
1445745291,source,local_knowledge,regular
1445745291,amenity,waste_basket,regular
1448535815,bicycle,use_sidepath,regular
1460475740,source,local_knowledge,regular
1460475740,barrier,cycle_barrier,regular
1471826456,source,survey,regular
1471826456,leisure,playground,regular
1473320406,name,Vlaardingen Oost,regular
1473320406,zone,5329,regular
1473320406,source,Wiki.ovinnederland.nl,regular
1473320406,highway,bus_stop,regular
1473320406,shelter,yes,regular
1473320406,operator,RET,regular
1473320406,route_ref,126;56,regular
1476426946,leisure,playground,regular
1485013035,source,local_knowledge,regular
1485013035,amenity,parking,regular
1493262647,source,local_knowledge,regular
1493262647,amenity,bench,regular
1493262647,backrest,yes,regular
1502023486,source,local_knowledge,regular
1502023486,tourism,artwork,regular
1506785881,name,Abtswoude,regular
1506785881,is_in,NL,regular
1506785881,place,hamlet,regular
1506785881,source,AND,regular
1506785881,postal_code,2626,regular
1507849893,expected_rwn_route_relations,3,regular
1507849893,rwn_ref,33,regular
1509776552,name,Bikolaan,regular
1509776552,tram,yes,regular
1509776552,zone,5426,regular
1509776552,source,HTM,regular
1509776552,railway,tram_stop,regular
1509776552,operator,HTM,regular
1509776552,route_ref,1;19,regular
1509776552,public_transport,stop_position,regular
1517432546,type,broad_leaved,regular
1517432546,source,survey,regular
1517432546,natural,tree,regular
1541512278,highway,crossing,regular
1569651647,fee,yes,regular
1569651647,source,local_knowledge,regular
1569651647,amenity,parking,regular
1569651647,capacity,5,regular
1583929781,leisure,playground,regular
1583969799,rin_ref,11,regular
1584587530,barrier,gate,regular
1584637248,tourism,picnic_site,regular
1590140950,amenity,recycling,regular
1590140950,glass,yes,recycling
1590140950,clothes,yes,recycling
1590140950,plastic,yes,recycling
1591407452,highway,crossing,regular
1596760188,expected_rwn_route_relations,3,regular
1596760188,rcn_ref,68,regular
1596760188,rin_ref,15,regular
1596760188,rwn_ref,86,regular
1699275350,bus,yes,regular
1699275350,name,Burg. Honnerlage Gretelaan,regular
1699275350,zone,5319,regular
1699275350,source,Veolia Transport,regular
1699275350,highway,bus_stop,regular
1699275350,shelter,yes,regular
1699275350,operator,Veolia Transport,regular
1699275350,route_ref,424,regular
1699275350,public_transport,stop_position,regular
1699280609,bus,yes,regular
1699280609,name,Hoofdstraat,regular
1699280609,zone,5449,regular
1699280609,source,Veolia Transport,regular
1699280609,highway,bus_stop,regular
1699280609,shelter,yes,regular
1699280609,operator,Veolia Transport,regular
1699280609,route_ref,32,regular
1699280609,stop_position,left,regular
1699280609,public_transport,stop_position,regular
1699285481,bus,yes,regular
1699285481,name,Marlotlaan,regular
1699285481,zone,5426,regular
1699285481,source,Veolia Transport,regular
1699285481,highway,bus_stop,regular
1699285481,shelter,yes,regular
1699285481,operator,Veolia Transport,regular
1699285481,route_ref,82,regular
1699285481,public_transport,stop_position,regular
1699292056,bus,yes,regular
1699292056,name,Sportlaan,regular
1699292056,zone,5449,regular
1699292056,source,Veolia Transport,regular
1699292056,highway,bus_stop,regular
1699292056,shelter,yes,regular
1699292056,operator,Veolia Transport,regular
1699292056,route_ref,32,regular
1699292056,stop_position,right,regular
1699292056,public_transport,stop_position,regular
1699297853,bus,yes,regular
1699297853,name,van der Slootsingel,regular
1699297853,zone,5426,regular
1699297853,source,Veolia Transport,regular
1699297853,highway,bus_stop,regular
1699297853,shelter,yes,regular
1699297853,operator,Veolia Transport,regular
1699297853,route_ref,82,regular
1699297853,public_transport,stop_position,regular
1722846284,name,Peppers,regular
1722846284,phone,+31174620444,regular
1722846284,amenity,restaurant,regular
1722846284,cuisine,Mediterraans,regular
1722846284,website,http://www.depeppers.nl,regular
1722846284,street,Wilhelminaplein,addr
1722846284,housenumber,3,addr
1729385998,bus,yes,regular
1729385998,name,Amsterdamlaan,regular
1729385998,zone,5327,regular
1729385998,highway,bus_stop,regular
1729385998,shelter,yes,regular
1729385998,operator,RET;Veolia Transport,regular
1729385998,route_ref,57,regular
1729385998,public_transport,stop_position,regular
1741080047,ref,5,regular
1741080047,power,tower,regular
1741080047,design,bipole,regular
1741080047,source,survey,regular
1741080047,start_date,2012,regular
1741080047,name,Wintrack,design
1759757877,golf,tee,regular
1773072688,highway,passing_place,regular
1783227644,source,local_knowledge,regular
1783227644,tourism,artwork,regular
1841911634,leisure,picnic_table,regular
1917055466,traffic_calming,bump,regular
1953192654,source,Bing,regular
1953192654,city,De Lier,addr
1953192654,street,Jan van de Laarweg,addr
1953192654,country,NL,addr
1953192654,postcode,2678LH,addr
1953192654,province,Zuid-Holland,addr
1953192654,housenumber,8a,addr
1968992923,source,Bing,regular
1968992923,city,De Lier,addr
1968992923,street,Lierweg,addr
1968992923,country,NL,addr
1968992923,postcode,2678CW,addr
1968992923,province,Zuid-Holland,addr
1968992923,housenumber,34,addr
1970238243,name,Bruna,regular
1970238243,source,Bing,regular
1970238243,amenity,post_office,regular
1970238243,city,De Lier,addr
1970238243,street,Hoofdstraat,addr
1970238243,country,NL,addr
1970238243,postcode,2678CL,addr
1970238243,province,Zuid-Holland,addr
1970238243,housenumber,56a,addr
1970545784,source,Bing,regular
1970545784,city,De Lier,addr
1970545784,street,Dompad,addr
1970545784,country,NL,addr
1970545784,postcode,2678AW,addr
1970545784,province,Zuid-Holland,addr
1970545784,housenumber,11,addr
1983156342,source,Bing,regular
1983156342,city,De Lier,addr
1983156342,street,Kanaalweg,addr
1983156342,country,NL,addr
1983156342,postcode,2678LX,addr
1983156342,province,Zuid-Holland,addr
1983156342,housenumber,10c1,addr
2022915444,natural,tree,regular
2094946247,leisure,playground,regular
2102873184,width,1.2,regular
2102873184,height,1.5,regular
2102873184,window,glass,regular
2102873184,breadth,0.2,regular
2102873801,door,yes,regular
2102873801,width,2,regular
2102873801,height,2.5,regular
2102873801,ids,7,connector
2102874420,door,yes,regular
2102874420,width,1.5,regular
2102874420,height,2,regular
2102874564,door,yes,regular
2102874564,width,1.5,regular
2102874564,height,2,regular
2102874748,door,yes,regular
2102874748,width,1.5,regular
2102874748,height,2,regular
2102938396,door,yes,regular
2102938396,width,1,regular
2102938396,height,2.5,regular
2102938527,door,yes,regular
2102938527,width,1,regular
2102938527,height,2.5,regular
2102938583,door,yes,regular
2102938583,width,1,regular
2102938583,height,2.5,regular
2102939228,door,yes,regular
2102939228,width,1,regular
2102939228,height,2.5,regular
2103109839,door,yes,regular
2103109839,width,2,regular
2103109839,height,2.5,regular
2103109839,ids,5,connector
2103109897,door,yes,regular
2103109897,width,1.5,regular
2103109897,height,2,regular
2103110127,width,1.2,regular
2103110127,height,1.5,regular
2103110127,window,glass,regular
2103110127,breadth,0.2,regular
2103141408,door,yes,regular
2103141408,width,1.5,regular
2103141408,height,2,regular
2103141562,door,yes,regular
2103141562,width,1.5,regular
2103141562,height,2,regular
2103141935,door,yes,regular
2103141935,width,1.5,regular
2103141935,height,2,regular
2103142506,door,yes,regular
2103142506,width,1.5,regular
2103142506,height,2,regular
2104248458,width,1.5,regular
2104248458,breast,0.4,regular
2104248458,height,1.8,regular
2104248458,window,yes,regular
2104248533,width,1.5,regular
2104248533,breast,0.4,regular
2104248533,height,1.8,regular
2104248533,window,yes,regular
2104297308,width,1.5,regular
2104297308,breast,0.4,regular
2104297308,height,1.8,regular
2104297308,window,yes,regular
2104321595,door,yes,regular
2104321595,width,1,regular
2104321595,height,2.5,regular
2104833685,width,1.5,regular
2104833685,breast,0.4,regular
2104833685,height,1.8,regular
2104833685,window,yes,regular
2105507509,door,yes,regular
2105507509,width,1.5,regular
2105507509,height,2.5,regular
2106008503,width,2,regular
2106008503,breast,0.5,regular
2106008503,height,3,regular
2106008503,window,glass,regular
2242438754,highway,passing_place,regular
2323108499,railway,level_crossing,regular
2329830721,source,local_knowledge,regular
2329830721,tourism,picnic_site,regular
2365399535,traffic_calming,bump,regular
2388547176,id,NL.TOP10NL.123360084,brt
2388547176,source,Kadaster,regular
2388547176,brontype,top10vector,regular
2388547176,type,"religieus gebouw,toren",brt
2388547176,man_made,tower,regular
2388547176,datum,2002-01-01,brt
2388547176,source_ref,http://www.kadaster.nl/web/Themas/Registraties/brt.htm,regular
2388547176,height_class,laagbouw,brt
2406091978,highway,traffic_signals,regular
2494422830,amenity,bench,regular
2507250169,highway,traffic_signals,regular
2539765660,gebruiksfunctie,BAG ,bag
2539765660,city,De Lier,addr
2539765660,street,Bleijenburg,addr
2539765660,country,NL,addr
2539765660,postcode,2678BC,addr
2539765660,province,Zuid-Holland,addr
2539765660,housenumber,110,addr
2539765660,gebruiksfunctie,woonfunctie,bag
2539765714,gebruiksfunctie,BAG ,bag
2539765714,city,De Lier,addr
2539765714,street,Hohorst,addr
2539765714,country,NL,addr
2539765714,postcode,2678DD,addr
2539765714,province,Zuid-Holland,addr
2539765714,housenumber,18,addr
2539765714,gebruiksfunctie,woonfunctie,bag
2539765896,gebruiksfunctie,BAG ,bag
2539765896,city,De Lier,addr
2539765896,street,Zwetburgh,addr
2539765896,country,NL,addr
2539765896,postcode,2678BS,addr
2539765896,province,Zuid-Holland,addr
2539765896,housenumber,30,addr
2539765896,gebruiksfunctie,woonfunctie,bag
2539765984,gebruiksfunctie,BAG ,bag
2539765984,city,De Lier,addr
2539765984,street,Markenborgh,addr
2539765984,country,NL,addr
2539765984,postcode,2678CB,addr
2539765984,province,Zuid-Holland,addr
2539765984,housenumber,47,addr
2539765984,gebruiksfunctie,woonfunctie,bag
2539766183,gebruiksfunctie,BAG ,bag
2539766183,city,De Lier,addr
2539766183,street,Zwetburgh,addr
2539766183,country,NL,addr
2539766183,postcode,2678BT,addr
2539766183,province,Zuid-Holland,addr
2539766183,housenumber,74,addr
2539766183,gebruiksfunctie,woonfunctie,bag
2547225365,name,Rivièra,regular
2547225365,shop,hairdresser,regular
2552489029,gebruiksfunctie,BAG ,bag
2552489029,city,De Lier,addr
2552489029,street,Bleijenburg,addr
2552489029,country,NL,addr
2552489029,postcode,2678BB,addr
2552489029,province,Zuid-Holland,addr
2552489029,housenumber,12,addr
2552489029,gebruiksfunctie,woonfunctie,bag
2552489266,gebruiksfunctie,BAG ,bag
2552489266,city,De Lier,addr
2552489266,street,Molenaarlaan,addr
2552489266,country,NL,addr
2552489266,postcode,2678DG,addr
2552489266,province,Zuid-Holland,addr
2552489266,housenumber,27,addr
2552489266,gebruiksfunctie,woonfunctie,bag
2552489506,gebruiksfunctie,BAG ,bag
2552489506,city,De Lier,addr
2552489506,street,Molenaarlaan,addr
2552489506,country,NL,addr
2552489506,postcode,2678DG,addr
2552489506,province,Zuid-Holland,addr
2552489506,housenumber,7,addr
2552489506,gebruiksfunctie,woonfunctie,bag
2552627410,source,BAG,regular
2552627410,city,De Lier,addr
2552627410,street,Maroc,addr
2552627410,date,2014-10-30,source
2552627410,country,NL,addr
2552627410,postcode,2678WH,addr
2552627410,province,Zuid-Holland,addr
2552627410,housenumber,1,addr
2552627410,gebruiksfunctie,woonfunctie,bag
2552627681,source,BAG,regular
2552627681,city,De Lier,addr
2552627681,street,Kerklaan,addr
2552627681,date,2014-10-30,source
2552627681,country,NL,addr
2552627681,postcode,2678ST,addr
2552627681,province,Zuid-Holland,addr
2552627681,housenumber,11,addr
2552627681,gebruiksfunctie,woonfunctie,bag
2552628023,source,BAG,regular
2552628023,city,De Lier,addr
2552628023,street,Reigerlaan,addr
2552628023,date,2014-10-30,source
2552628023,country,NL,addr
2552628023,postcode,2678WS,addr
2552628023,province,Zuid-Holland,addr
2552628023,housenumber,129,addr
2552628023,gebruiksfunctie,woonfunctie,bag
2552628344,source,BAG,regular
2552628344,city,De Lier,addr
2552628344,street,Reigerlaan,addr
2552628344,date,2014-10-30,source
2552628344,country,NL,addr
2552628344,postcode,2678WS,addr
2552628344,province,Zuid-Holland,addr
2552628344,housenumber,145,addr
2552628344,gebruiksfunctie,woonfunctie,bag
2552628603,source,BAG,regular
2552628603,city,De Lier,addr
2552628603,street,Lijster,addr
2552628603,date,2014-10-30,source
2552628603,country,NL,addr
2552628603,postcode,2678XD,addr
2552628603,province,Zuid-Holland,addr
2552628603,housenumber,17,addr
2552628603,gebruiksfunctie,woonfunctie,bag
2552628863,source,BAG,regular
2552628863,city,De Lier,addr
2552628863,street,Colman,addr
2552628863,date,2014-10-30,source
2552628863,country,NL,addr
2552628863,postcode,2678WG,addr
2552628863,province,Zuid-Holland,addr
2552628863,housenumber,2,addr
2552628863,gebruiksfunctie,woonfunctie,bag
2552629116,source,BAG,regular
2552629116,city,De Lier,addr
2552629116,street,Reigerlaan,addr
2552629116,date,2014-10-30,source
2552629116,country,NL,addr
2552629116,postcode,2678WT,addr
2552629116,province,Zuid-Holland,addr
2552629116,housenumber,22,addr
2552629116,gebruiksfunctie,woonfunctie,bag
2552629346,source,BAG,regular
2552629346,city,De Lier,addr
2552629346,street,Koolmees,addr
2552629346,date,2014-10-30,source
2552629346,country,NL,addr
2552629346,postcode,2678XB,addr
2552629346,province,Zuid-Holland,addr
2552629346,housenumber,27,addr
2552629346,gebruiksfunctie,woonfunctie,bag
2552629506,source,BAG,regular
2552629506,city,De Lier,addr
2552629506,street,Reigerlaan,addr
2552629506,date,2014-10-30,source
2552629506,country,NL,addr
2552629506,postcode,2678WR,addr
2552629506,province,Zuid-Holland,addr
2552629506,housenumber,31,addr
2552629506,gebruiksfunctie,woonfunctie,bag
2552629558,source,BAG,regular
2552629558,city,De Lier,addr
2552629558,street,Colman,addr
2552629558,date,2014-10-30,source
2552629558,country,NL,addr
2552629558,postcode,2678WG,addr
2552629558,province,Zuid-Holland,addr
2552629558,housenumber,4,addr
2552629558,gebruiksfunctie,woonfunctie,bag
2552629725,source,BAG,regular
2552629725,city,De Lier,addr
2552629725,street,Leeuweriklaan,addr
2552629725,date,2014-10-30,source
2552629725,country,NL,addr
2552629725,postcode,2678WN,addr
2552629725,province,Zuid-Holland,addr
2552629725,housenumber,48,addr
2552629725,gebruiksfunctie,woonfunctie,bag
2552630035,source,BAG,regular
2552630035,city,De Lier,addr
2552630035,street,Leeuweriklaan,addr
2552630035,date,2014-10-30,source
2552630035,country,NL,addr
2552630035,postcode,2678WV,addr
2552630035,province,Zuid-Holland,addr
2552630035,housenumber,57,addr
2552630035,gebruiksfunctie,woonfunctie,bag
2552630112,source,BAG,regular
2552630112,city,De Lier,addr
2552630112,street,Reigerlaan,addr
2552630112,date,2014-10-30,source
2552630112,country,NL,addr
2552630112,postcode,2678WR,addr
2552630112,province,Zuid-Holland,addr
2552630112,housenumber,67,addr
2552630112,gebruiksfunctie,woonfunctie,bag
2552630222,source,BAG,regular
2552630222,city,De Lier,addr
2552630222,street,Koolmees,addr
2552630222,date,2014-10-30,source
2552630222,country,NL,addr
2552630222,postcode,2678XB,addr
2552630222,province,Zuid-Holland,addr
2552630222,housenumber,8,addr
2552630222,gebruiksfunctie,woonfunctie,bag
2552630272,source,BAG,regular
2552630272,city,De Lier,addr
2552630272,street,Zwaluw,addr
2552630272,date,2014-10-30,source
2552630272,country,NL,addr
2552630272,postcode,2678XC,addr
2552630272,province,Zuid-Holland,addr
2552630272,housenumber,9,addr
2552630272,gebruiksfunctie,woonfunctie,bag
2552732422,source,BAG,regular
2552732422,city,De Lier,addr
2552732422,street,Uitterlier,addr
2552732422,date,2014-10-30,source
2552732422,country,NL,addr
2552732422,postcode,2678VB,addr
2552732422,province,Zuid-Holland,addr
2552732422,housenumber,10,addr
2552732422,gebruiksfunctie,woonfunctie,bag
2552732910,source,BAG,regular
2552732910,city,De Lier,addr
2552732910,street,Doys van der Doesstraat,addr
2552732910,date,2014-10-30,source
2552732910,country,NL,addr
2552732910,postcode,2678TW,addr
2552732910,province,Zuid-Holland,addr
2552732910,housenumber,16,addr
2552732910,gebruiksfunctie,woonfunctie,bag
2552733265,source,BAG,regular
2552733265,city,De Lier,addr
2552733265,street,Uitterlier,addr
2552733265,date,2014-10-30,source
2552733265,country,NL,addr
2552733265,postcode,2678VB,addr
2552733265,province,Zuid-Holland,addr
2552733265,housenumber,20C,addr
2552733265,gebruiksfunctie,overigegebruiksfunctie,bag
2552733571,source,BAG,regular
2552733571,city,De Lier,addr
2552733571,street,Van Alkemadestraat,addr
2552733571,date,2014-10-30,source
2552733571,country,NL,addr
2552733571,postcode,2678VL,addr
2552733571,province,Zuid-Holland,addr
2552733571,housenumber,32,addr
2552733571,gebruiksfunctie,woonfunctie,bag
2552733871,source,BAG,regular
2552733871,city,De Lier,addr
2552733871,street,Uitterlier,addr
2552733871,date,2014-10-30,source
2552733871,country,NL,addr
2552733871,postcode,2678VB,addr
2552733871,province,Zuid-Holland,addr
2552733871,housenumber,42,addr
2552733871,gebruiksfunctie,woonfunctie,bag
2552734246,source,BAG,regular
2552734246,city,De Lier,addr
2552734246,street,Van Nijenrodestraat,addr
2552734246,date,2014-10-30,source
2552734246,country,NL,addr
2552734246,postcode,2678TS,addr
2552734246,province,Zuid-Holland,addr
2552734246,housenumber,66,addr
2552734246,gebruiksfunctie,overigegebruiksfunctie,bag
2552734766,source,BAG,regular
2552734766,city,De Lier,addr
2552734766,street,Uitterlier,addr
2552734766,date,2014-10-30,source
2552734766,country,NL,addr
2552734766,postcode,2678VD,addr
2552734766,province,Zuid-Holland,addr
2552734766,housenumber,92,addr
2552734766,gebruiksfunctie,woonfunctie,bag
2552903173,source,BAG,regular
2552903173,city,De Lier,addr
2552903173,street,Van Hamalstraat,addr
2552903173,date,2014-10-30,source
2552903173,country,NL,addr
2552903173,postcode,2678TM,addr
2552903173,province,Zuid-Holland,addr
2552903173,housenumber,11,addr
2552903173,gebruiksfunctie,woonfunctie,bag
2552903403,source,BAG,regular
2552903403,city,De Lier,addr
2552903403,street,Persijnstraat,addr
2552903403,date,2014-10-30,source
2552903403,country,NL,addr
2552903403,postcode,2678TL,addr
2552903403,province,Zuid-Holland,addr
2552903403,housenumber,16,addr
2552903403,gebruiksfunctie,woonfunctie,bag
2552903455,source,BAG,regular
2552903455,city,De Lier,addr
2552903455,street,Van Remmerswaalstraat,addr
2552903455,date,2014-10-30,source
2552903455,country,NL,addr
2552903455,postcode,2678VZ,addr
2552903455,province,Zuid-Holland,addr
2552903455,housenumber,2,addr
2552903455,gebruiksfunctie,woonfunctie,bag
2552903577,source,BAG,regular
2552903577,city,De Lier,addr
2552903577,street,Van Polanenstraat,addr
2552903577,date,2014-10-30,source
2552903577,country,NL,addr
2552903577,postcode,2678VW,addr
2552903577,province,Zuid-Holland,addr
2552903577,housenumber,25,addr
2552903577,gebruiksfunctie,woonfunctie,bag
2552903657,source,BAG,regular
2552903657,city,De Lier,addr
2552903657,street,Burgemeester Cramerlaan,addr
2552903657,date,2014-10-30,source
2552903657,country,NL,addr
2552903657,postcode,2678AM,addr
2552903657,province,Zuid-Holland,addr
2552903657,housenumber,30,addr
2552903657,gebruiksfunctie,woonfunctie,bag
2552903773,source,BAG,regular
2552903773,city,De Lier,addr
2552903773,street,Heulstraat,addr
2552903773,date,2014-10-30,source
2552903773,country,NL,addr
2552903773,postcode,2678TE,addr
2552903773,province,Zuid-Holland,addr
2552903773,housenumber,4,addr
2552903773,gebruiksfunctie,woonfunctie,bag
2552903832,source,BAG,regular
2552903832,city,De Lier,addr
2552903832,street,Van Lockhorststraat,addr
2552903832,date,2014-10-30,source
2552903832,country,NL,addr
2552903832,postcode,2678VM,addr
2552903832,province,Zuid-Holland,addr
2552903832,housenumber,5,addr
2552903832,gebruiksfunctie,woonfunctie,bag
2552904008,source,BAG,regular
2552904008,city,De Lier,addr
2552904008,street,Van Nijenrodestraat,addr
2552904008,date,2014-10-30,source
2552904008,country,NL,addr
2552904008,postcode,2678TS,addr
2552904008,province,Zuid-Holland,addr
2552904008,housenumber,67,addr
2552904008,gebruiksfunctie,woonfunctie,bag
2552904071,source,BAG,regular
2552904071,city,De Lier,addr
2552904071,street,Van Hamalstraat,addr
2552904071,date,2014-10-30,source
2552904071,country,NL,addr
2552904071,postcode,2678TM,addr
2552904071,province,Zuid-Holland,addr
2552904071,housenumber,9,addr
2552904071,gebruiksfunctie,woonfunctie,bag
2552986283,source,BAG,regular
2552986283,city,De Lier,addr
2552986283,street,Anthurium,addr
2552986283,date,2014-10-30,source
2552986283,country,NL,addr
2552986283,postcode,2678PN,addr
2552986283,province,Zuid-Holland,addr
2552986283,housenumber,1,addr
2552986283,gebruiksfunctie,woonfunctie,bag
2552986368,source,BAG,regular
2552986368,city,De Lier,addr
2552986368,street,Fresia,addr
2552986368,date,2014-10-30,source
2552986368,country,NL,addr
2552986368,postcode,2678PD,addr
2552986368,province,Zuid-Holland,addr
2552986368,housenumber,16,addr
2552986368,gebruiksfunctie,woonfunctie,bag
2552986625,source,BAG,regular
2552986625,city,De Lier,addr
2552986625,street,Anthurium,addr
2552986625,date,2014-10-30,source
2552986625,country,NL,addr
2552986625,postcode,2678PP,addr
2552986625,province,Zuid-Holland,addr
2552986625,housenumber,24,addr
2552986625,gebruiksfunctie,woonfunctie;overigegebruiksfunctie,bag
2552986973,source,BAG,regular
2552986973,city,De Lier,addr
2552986973,street,Chrysant,addr
2552986973,date,2014-10-30,source
2552986973,country,NL,addr
2552986973,postcode,2678PA,addr
2552986973,province,Zuid-Holland,addr
2552986973,housenumber,34,addr
2552986973,gebruiksfunctie,woonfunctie,bag
2552987323,source,BAG,regular
2552987323,city,De Lier,addr
2552987323,street,Iris,addr
2552987323,date,2014-10-30,source
2552987323,country,NL,addr
2552987323,postcode,2678PK,addr
2552987323,province,Zuid-Holland,addr
2552987323,housenumber,5,addr
2552987323,gebruiksfunctie,woonfunctie,bag
2552987624,source,BAG,regular
2552987624,city,De Lier,addr
2552987624,street,Anemoon,addr
2552987624,date,2014-10-30,source
2552987624,country,NL,addr
2552987624,postcode,2678PL,addr
2552987624,province,Zuid-Holland,addr
2552987624,housenumber,9,addr
2552987624,gebruiksfunctie,woonfunctie,bag
2595118915,source,BAG,regular
2595118915,city,Delft,addr
2595118915,street,Boussinesqweg,addr
2595118915,date,2014-10-30,source
2595118915,postcode,2629HV,addr
2595118915,housenumber,1,addr
2595119020,source,BAG,regular
2595119020,city,Delft,addr
2595119020,street,Ivoorkust,addr
2595119020,date,2014-10-30,source
2595119020,postcode,2622GL,addr
2595119020,housenumber,1,addr
2595119072,source,BAG,regular
2595119072,city,Delft,addr
2595119072,street,Pijlstaartpad,addr
2595119072,date,2014-10-30,source
2595119072,postcode,2623MH,addr
2595119072,housenumber,1,addr
2595119123,source,BAG,regular
2595119123,city,Delft,addr
2595119123,street,Zaïrestraat,addr
2595119123,date,2014-10-30,source
2595119123,postcode,2622ER,addr
2595119123,housenumber,1,addr
2595119183,source,BAG,regular
2595119183,city,Delft,addr
2595119183,street,Gabonstraat,addr
2595119183,date,2014-10-30,source
2595119183,postcode,2622DL,addr
2595119183,housenumber,10,addr
2595119248,source,BAG,regular
2595119248,city,Delft,addr
2595119248,street,Lusakastraat,addr
2595119248,date,2014-10-30,source
2595119248,postcode,2622LM,addr
2595119248,housenumber,10,addr
2595119300,source,BAG,regular
2595119300,city,Delft,addr
2595119300,street,Veulenkamp,addr
2595119300,date,2014-10-30,source
2595119300,postcode,2623XC,addr
2595119300,housenumber,10,addr
2595119354,source,BAG,regular
2595119354,city,Delft,addr
